epa-c-25400117, EPA c , SE-259E CAM KIT Developed specifically for big displacement Twin Cam engines this cam has a modern lobe design that allows for higher valve lifts for a given duration. A high-lift version of the SE-211 camshaft this cam works great with 103 cubic inch and larger engines with free-flowing intake and exhaust. It can be used with stock heads (updated with race springs) and high-compression pistons for even more torque than a SE-211 cam or can be coupled with any of the performance heads to realize the full power potential. 50-State U.S. EPA compliant. SE-585 CAM KIT This cam is a great match for riders of heavy Touring bikes looking for big torque at the low end. Just a quick downshift to fourth gear results in an effortless pass of that slow moving tractor-trailer ahead of you. This cam provides an early hit of torque at the low end of the RPM spectrum. A unique combination of lift cam lobe duration and an enhanced cam profile ramp provides a performance boost you can feel. The cam's QRD (Quiet Ramp Design) delivers high torque throughout the RPM range while reducing valve train noise. 50-State U.S. EPA compliant. 25400117 $329.95 For use on '14-'16 Touring models with the use of a 58mm Throttle Body. Also fits '14-'16 CVOTM Touring models with or without the use of a 58mm Throttle Body. Does not fit Trike models. Installation requires separate purchase of Performance Valve Spring Kit P/N 1801303A. All models require ECM calibration for proper installation. Labor cost not included. See Dealer for details., Harley Davidson,  , Tags, , Title, Default Title, , , , , 25400117, ,,,,,280.46,329.95
battery-coverchrome-61300186, BATTERY COVERCHROME  , SPROCKET HARDWARE CHROME HEX HEAD BATTERY & ELECTRICAL PANEL COVER KIT CHROME Dress your bike with a new chrome skin. This two-piece kit replaces the painted battery and electrical panel covers and adds a bright contrast to the motorcycle's profile. Add your choice of accessory Battery Cover Band Trim (sold separately) for a finishing touch. Dress your battery with a new chrome skin. This one-piece Chrome Battery Cover replaces the painted box and adds a bright contrast to the Original Equipment satin aluminum trim band. E. BATTERY & ELECTRICAL PANEL COVER KIT CHROME This sweeping chrome band replaces the Original Equipment satin-finish band for a mirror-polished look. The easy-to-install ribbed chrome band is a high-contrast addition to a painted battery cover or the perfect finishing touch to the Chrome Battery Cover P/N 66375-06. BATTERY COVER BAND HARLEY-DAVIDSON SCRIPT Replace the Original Equipment satin aluminum trim band with a splash of chrome. This easy-to-install custom contoured trim band features a black-filled embossed HarleyDavidson script design and offers a stunning contrast to the factory painted battery cover or a great finishing touch for the Chrome Battery Cover P/N 66375-06 or 61300186. F. BATTERY COVER CHROME G. BATTERY COVER BAND CHROME, Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300186, ,,,,,135.96,159.95
chrome-windshield-trimgrooved-61300275, CHROME WINDSHIELD TRIMGROOVED  , Custom polished and chrome-plated billet windshield trim accents the outer fairing and dresses your bike in style. The grooved design grabs your eye and adds character to the base of the windshield. Easy to install the kit includes stainless steel mounting hardware. Live your life on the edge. Custom windshield trim features a crisp anodized finish that is machined to expose the highlights of raw aluminum. The contrasting cut back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. Easy to install the kit includes stainless steel mounting hardware. CHROME WINDSHIELD TRIM GROOVED BAR & SHIELD WINDSHIELD TRIM This highly polished stainless steel windshield trim is accented by four slots that allow the color of the outer fairing to show through. This unique trim piece is highlighted with Bar & Shield logo machined into the surface. Kit includes stainless steel mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300275, ,,,,,99.95,99.95 84.95
epa-c-61300299, EPA c , SCREAMIN' EAGLE PERFORMANCE AIR 2 CLEANER KIT BURST COLLECTION Performance and style combined. Designed to complement the Burst Collection this radical low profile air cleaner features a tuxedo black surround that has been expertly machined to expose the satin aluminum finish below. The billet cover conceals a one-piece cast back plate with integral breather and mounting bracket that promotes smooth air flow into the throttle body. The exposed reverse cone cotton element provides high-volumes of air and the element is washable for maximum efficiency and protection. The complete kit includes Burst Collection trim backing plate air cleaner element and all required installation hardware. 50-State U.S. EPA compliant. B. SCREAMIN' EAGLE PERFORMANCE AIR CLEANER KIT BURST COLLECTION SCREAMIN' EAGLE AIR CLEANER TRIM Dress your air cleaner in the traditional H-D orange and black. Easy-to-install trim features Screamin' Eagle script set against a gloss black background. SCREAMIN' EAGLE AIR CLEANER TRIM (61300299 SHOWN), Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300299, ,,,,,19.95,19.95 14.95
edge-cut-windshield-61300310, EDGE CUT WINDSHIELD , Live your life on the edge. Custom windshield trim features a crisp anodized finish that is machined to expose the highlights of raw aluminum. The contrasting cut back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. Easy to install the kit includes stainless steel mounting hardware. CHROME WINDSHIELD TRIM GROOVED BAR & SHIELD WINDSHIELD TRIM This highly polished stainless steel windshield trim is accented by four slots that allow the color of the outer fairing to show through. This unique trim piece is highlighted with Bar & Shield logo machined into the surface. Kit includes stainless steel mounting hardware. Chrome Windshield Molding accents the outer fairing on Electra Glide models. Easily installed including all necessary hardware and instructions., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300310, ,,,,,49.95,49.95 44.95
chrome-windshield-trimgrooved-61300358, CHROME WINDSHIELD TRIMGROOVED  , Custom polished and chrome-plated billet windshield trim accents the outer fairing and dresses your bike in style. The grooved design grabs your eye and adds character to the base of the windshield. Easy to install the kit includes stainless steel mounting hardware. Live your life on the edge. Custom windshield trim features a crisp anodized finish that is machined to expose the highlights of raw aluminum. The contrasting cut back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. Easy to install the kit includes stainless steel mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300358, ,,,,,144.46,169.95
-61300364,  , SCREAMIN' EAGLE PERFORMANCE AIR CLEANER KIT STREET ROD, Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300364, ,,,,,16.96,19.95
abs-front-wheel-61300420, ABS FRONT WHEEL , It is all in the details. Complete your total front end with these wheel spacers in mirror chrome finish. Manufactured to the Original Equipment tolerances they deliver the exact fitment and custom shine. Chrome is Original Equipment on FLSTNSE 43300010 Chrome. $49.95 Fits '11-'17 FLS FLSS FLSTF FLSTC and FLSTN models with ABS brakes. FLSTC and FLSTN models require removal of Original Equipment hub cap. If the shape of this nacelle seems to reflect the image of the 1960s FL models that's because the spirit of the past is built right in. Bold locomotive styling adds visual strength to the bike's profile and stretches the rider's view to the horizon when looking over the headlamp. Coupled with the separate purchase of the Nacelle Hardware Kit P/N 67897-96B the nacelle fits with an existing H-D windshield and/or passing lamps. Kit includes hardware required for installation of the nacelle with a detachable windshield without passing lamps. Separate Hardware Kit is required when installing nacelle with passing lamps or rigid mount windshield. HEADLAMP TRIM RING GLOSS BLACK (IRON 883 SHOWN) CONTOURED HEADLAMP TRIM RING This easy to install Headlamp Trim Ring extends forward giving the headlamp assembly a frenched look reminiscent of classic hot rod car designs by recessing the headlamp and adding the appearance of depth. Does not fit with accessory Headlamp Visors or Passing Lamp Visors. 61400294 7 Headlamp Gloss Black. $49.95 Fits '94-later Road King '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models. 61400295 7 Headlamp Gloss Black. $49.95 Fits '12-'16 FLD '83-'13 Touring (except Tour GlideTM and Road Glide) '94-later Road King and '08-'13 Trike models. Also fits '86-'17 FL Softail models with Freight Train Headlight Nacelle. Does not fit with Fairing Bra P/N 57800-00. E. VISOR STYLE TRIM RING COLLECTION GLOSS BLACK These easy to install Visor Style Trim Rings recess the headlamp into the housing and add a traditional eyebrow design to the headlamp shell. The trim ring stretches the profile of the bike for a long lean appearance. 61400292 7 Headlamp Gloss Black. $49.95 Fits '94-later Road King '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models. 61400293 7 Headlamp Gloss Black. $49.95 Fits '12-'16 FLD '83-'13 Touring (except Tour GlideTM and Road Glide ) '94-later Road King and '08-'13 Trike models. Also fits '86-'17 FL Softail models with Freight Train Headlight Nacelle. Does not fit with Fairing Bra P/N 57800-00. F. FREIGHT TRAIN HEADLIGHT NACELLE If the shape of this nacelle seems to reflect the image of the 1960s FL models that's because the spirit of the past is built right in. Bold locomotive styling adds visual strength to the bike's profile and stretches the rider's view to the horizon when looking over the headlamp. Coupled with the separate purchase of the Nacelle Hardware Kit P/N 67897-96B the nacelle fits with an existing H-D windshield and/or passing lamps. Kit includes hardware required for installation of the nacelle with a detachable windshield without passing lamps. Separate Hardware Kit is required when installing nacelle with passing lamps or rigid mount windshield., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300420, ,,,,,99.95,99.95 139.95
splitstream-vent-trimbatwing-fairing-61300505, SPLITSTREAM VENT TRIMBATWING FAIRING , The batwing fairing is a key visual and functional element of your Touring bike and the Splitstream vent sits front and center for all to see. Shaped to replace the Original Equipment satin black soft trim this one-piece rigid component blends into the sweep of the outer fairing and dresses the vent in style. Available in your choice of chrome or gloss black finishes this vent trim is the perfect complement to available windshield trim kits. COLOR-MATCHED SPLITSTREAM VENT TRIM BATWING FAIRING The batwing fairing is a key visual and functional element of your Touring bike and the Splitstream vent sits front and center for all to see. Shaped to replace the Original Equipment satin black soft trim this one-piece rigid component blends into the sweep of the outer fairing and dresses the vent in style. Available in your choice of finishes this vent trim is the perfect complement to available windshield trim kits., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300505, ,,,,,0,0
-61300516,  , BOBBER-STYLE ROUND AIR CLEANER COVER CHROME BOBBER-STYLE ROUND AIR CLEANER COVER GLOSS BLACK SCREAMIN' EAGLE VENTILATOR ELITE AIR CLEANER COVER Add a luxurious finishing touch to your Ventilator Air Cleaner. Designed as a direct replacement for the Screamin' Eagle and CVOTM Ventilator Air Cleaners this easy to install cover features a sleek center bar design surrounded with carbon fiber inserts. Kit includes low-profile cover diamond-cut Screamin' Eagle medallion and chrome mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300516, ,,,,,0,0
milwaukee-eight-engine-air-61300536, MILWAUKEE-EIGHT ENGINE AIR , SCREAMIN' EAGLE VENTILATOR ELITE AIR CLEANER COVER CHROME MILWAUKEE-EIGHT ENGINE AIR CLEANER COVER GLOSS BLACK Complete the blacked-out look. This Gloss Black Air Cleaner Cover adds a sinister touch without changing the signature profile of your Milwaukee-Eight engine. Complete the blacked-out look. Original Equipment on the FLSS model this Gloss Black Air Cleaner Cover adds a sinister touch without changing the signature profile of your late model Twin Cam motor., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300536, ,,,,,59.46,69.95
fork-tube-and-61300586, FORK TUBE AND , Highlighted with an embossed Bar & Shield logo these smooth covers enhance the clean look of the upper triple tree. Easy to install kit includes two press-in fork tube covers and a moon-shape steering stem cover. 45800056 Gloss Black. $54.95 Fits '15-later XG models (except XG750A). H. FUEL TANK TRIM GLOSS BLACK MACHINED Formed to hug the contour of the StreetTM model's fuel tank this billet aluminum trim panel visually stretches the tank and adds a luxurious finishing touch to the top surface. The rich black-anodized panel features deep machined speed lines that expose the shimmering aluminum for a distinctive look that complements a wide selection of Edge Cut or Cut Back accessories. The self-adhesive panel is easy to install and it rests in a custom fitted rubber base gasket to protect the painted surfaces. G. FORK TUBE AND STEERING STEM COVER KIT GLOSS BLACK Decorative aluminum trim ring is the perfect finishing touch to your Original Equipment fuel cap. Contoured to the profile of the cap the trim ring features adhesive backing for easy installation., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300586, ,,,,,0,0
willie-g-skull-collection-61300621, WILLIE G SKULL COLLECTION , Styled to complement the components of the Willie G Skull Collection this round chrome finished horn cover features a cast 3-dimensional medallion with black-filled detailing. This kit re-uses Original Equipment horn and mounting hardware. Add a custom touch to your ride. Styled to complement the Smooth Air Cleaner Cover P/N 29153-07 this compact round horn cover features a mirror chrome finish. Mounts easily to the stock horn cover bracket. The famous Harley-Davidson #1 logo with a sinister twist. This horn cover is coated in gloss black and features a machined aluminum Dark Custom logo recessed in the face. The look complements other Dark Custom collection accessories or is a perfect stand-alone addition to a completely blacked-out ride. The oval horn cover features a deep drawn steel chamber to maintain horn tone and volume. Simple to install this kit re-uses Original Equipment horn and mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300621, ,,,,,59.46,69.95
willie-g-skull-collection-61300622, WILLIE G SKULL COLLECTION , Styled to complement the components of the Willie G Skull Collection this round chrome finished horn cover features a cast 3-dimensional medallion with black-filled detailing. This kit re-uses Original Equipment horn and mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300622, ,,,,,59.46,69.95
custom-wrapped-front-fender-61300671, CUSTOM WRAPPED FRONT FENDER , Give your bike a big hug. This all-steel fender is shaped to show off the full profile of your 19 front wheel. The apronless fender wraps almost 180 degrees around the front tire for a clean custom appearance and the low profile cutaway design exposes the wheel from hub to rim for maximum visual impact. Designed for mistake-proof installation the fender is pre-drilled to fit Original Equipment fender mounting bosses and does not require additional fender spacers or install kits. Available in Color-Matched Vivid Black or primed and readyto-paint finish. Add a long lean look to the profile of your Touring bike. These Stretched Side Covers are sculpted to smooth the visual transition from the side of the bike to the front of the saddlebag and trade the traditional stepped look for a rearward flowing design. Shaped to flare out and down the saddlebag face the sleek side covers complement the body lines and eliminate the saddlebag guard clearance notch at the lower corner for a seamless flow. And unlike some aftermarket designs these side covers fit without significantly compromising the available passenger foot space. The one-piece covers are a snapin replacement for the Original Equipment covers and require no bonding or modification for installation. Available in ColorMatched Vivid Black or primed and ready-to-paint finish. A. CUSTOM WRAPPED FRONT FENDER CUSTOM WRAPPED FRONT FENDER HOT ROD RED FLAKE Add a long lean look to the profile of your Touring bike. These Stretched Side Covers are sculpted to smooth the visual transition from the side of the bike to the front of the saddlebag and trade the traditional stepped look for a rearward flowing design. Shaped to flare out and down the saddlebag face the sleek side covers complement the body lines and eliminate the saddlebag guard clearance notch at the lower corner for a seamless flow. And unlike some aftermarket designs these side covers fit without significantly compromising the available passenger foot space. The one-piece covers are a snapin replacement for the Original Equipment covers and require no bonding or modification for installation. Available in ColorMatched Vivid Black or primed and ready-to-paint finish. CUSTOM STRETCHED SIDE COVERS VIVID BLACK, Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300671, ,,,,,0,0
epa-c-61300762, EPA c , SCREAMIN' EAGLE WEDGE HIGH-FLOW 2 AIR CLEANER Screamin' Eagle High-Flow Air Cleaner Kits allow free breathing and unobstructed airflow to your Milwaukee-Eight engine while maintaining a subtle Original Equipment look. These kits feature a die-cast back plate sized to provide an open-element function that permits airflow around the entire perimeter of the air cleaner and through the ram air opening at the front. Your engine gets more air and you feel more power throughout the rev range. Kit includes the die-cast back plate a high-flow oiled-cotton filter element all required installation gaskets and hardware and a diamond-cut Screamin' Eagle medallion to finish the look. Kits are available with your choice of chrome or textured black back plate to match your customizing style. 50-State U.S. EPA compliant., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300762, ,,,,,16.96,19.95
defiance-collection-ventilator-61300770, DEFIANCE COLLECTION VENTILATOR , DEFIANCE COLLECTION VENTILATOR AIR CLEANER TRIM MILWAUKEE-EIGHT ENGINE This forged and machined Defiance Air Cleaner Trim kit adds a premium touch to the Milwaukee-Eight Ventilator Air Cleaner. The billet-style band with deep longitudinal lines and H-D logo wraps the center section of the Ventilator Air Cleaner face plate for a contemporary look. The Defiance Air Cleaner Trim is available in your choice of chrome machine cut anodized black or full black finishes. Kit includes trim band and mounting hardware. Protective Rain Sock P/N 29400177 or 2976209 is available separately. SCREAMIN' EAGLE VENTILATOR AIR CLEANER KIT MILWAUKEE-EIGHT GLOSS BLACK C. SCREAMIN' EAGLE VENTILATOR AIR CLEANER KIT MILWAUKEE-EIGHT BLACK The Milwaukee-Eight engine is the centerpiece of the modern Harley-Davidson motorcycle so treat it to a unique contemporary look. These Defiance Collection engine covers incorporate a unique forward-thrusting design that blends a retro art-deco streamliner look with a modern contemporary twist. Designed side-by-side with the Original Equipment components these exquisitely engineered cast and billet parts are machined to fit the bike perfectly. Available in your choice of chrome gloss black or machine cut black finishes; you can select the look that defines your sense of style. C. DEFIANCE COLLECTION BLACK MACHINE CUT Anything but traditional this complete collection of engine covers refuses to conform to everyday norms. The sweeping aero curves define the look and the rich contrasting finishes set the tone. The machine-cut Defiance Collection features deep grooves milled into the black anodized surface that exposes the shimmering aluminum below. Complete the look with gloss black primary lower rocker boxes and transmission top covers (sold separately). 25700602 Cam Cover. $279.95 Fits '18-later Softail (except FLDE FLHC and FLHCS) and '17-later Touring and Trike models. Installation requires separate purchase of model-specific cam cover gasket. 25700604 Upper Rocker Covers. $399.95 Fits '18-later Softail and '17-later Touring and Trike models. Installation requires separate purchase of model-specific rocker cover gaskets. Sold in pairs. 25800065 Transmission Side Cover. $174.95 Fits '17-later Touring and Trike models. 25700573 Derby Cover. $174.95 Fits '16-later Touring and Trike and '15-later FLTHCUL and FLHTKL models. Also fits '07-later Touring and Trike models equipped with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438. 25700704 Derby Cover. $174.95 Fits '06-'17 Dyna '07-later Softail '07-'15 Touring and Trike (except '15 FLHTCUL and FLHTKL and '07-later Touring and Trike models equipped with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438). DEFIANCE ENGINE TRIM BLACK MACHINE CUT, Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300770, ,,,,,127.46,149.95
air-cleaner-trimbrushed-61300788, AIR CLEANER TRIMBRUSHED , AIR CLEANER TRIM BAR & SHIELD Styled to complement polished or blacked-out engines this rich black bullet-hole air cleaner trim features a simple etched Bar & Shield logo at its center. Easy to install this self-adhesive formed aluminum trim fits perfectly into the recessed face of the Softail models Original Equipment perimeter bolt air cleaner cover. Show off your Milwaukee-Eight engine's displacement with pride. Available for 107 and 114 cubic inch engines this brushed aluminum and black trim is the perfect complement to chrome or black engine finishes. This easy to install self-adhesive formed aluminum trim fits perfectly into the recessed face of the Softail models Original Equipment perimeter bolt air cleaner cover., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300788, ,,,,,0,0
milwaukee-eight-engine-air-61300828, MILWAUKEE-EIGHT ENGINE AIR , SCREAMIN' EAGLE VENTILATOR ELITE AIR CLEANER COVER CHROME MILWAUKEE-EIGHT ENGINE AIR CLEANER COVER GLOSS BLACK Complete the blacked-out look. This Gloss Black Air Cleaner Cover adds a sinister touch without changing the signature profile of your Milwaukee-Eight engine., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300828, ,,,,,59.46,69.95
epa-c-61300835, EPA c , SCREAMIN' EAGLE PERFORMANCE 2 AIR CLEANER KIT STREET RODTM This kit provides a freer breathing capability to pump-up the power of your EFI-equipped motorcycle. Air Cleaner features a washable high-flow oiled cotton media element. Kit includes a high-flow air filter element and a Screamin' Eagle Air Cleaner Medallion. ECE and 50-State U.S. EPA compliant., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300835, ,,,,,16.96,19.95
-61300845,  , SCREAMIN' EAGLE ROUND AIR CLEANER COVER RATCHET The Ratchet Air Cleaner Cover trims the face of the Screamin' Eagle Round Air Cleaner filter in style. Ideal for use with Extreme open face filters the forged aluminum cover wraps the leading edge of the filter element covering the rubber gasket without restricting the airflow. The Ratchet Cover is finished in rich black and features a center bar with Screamin' Eagle script and a lugged outer ring. The kit includes a black filler plate to cover the unfinished face of standard High Flow filter for a clean blacked-out appearance., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300845, ,,,,,140.21,164.95
-61300846,  , SCREAMIN' EAGLE ROUND AIR CLEANER COVER RATCHET The Ratchet Air Cleaner Cover trims the face of the Screamin' Eagle Round Air Cleaner filter in style. Ideal for use with Extreme open face filters the forged aluminum cover wraps the leading edge of the filter element covering the rubber gasket without restricting the airflow. The Ratchet Cover is finished in rich black and features a center bar with Screamin' Eagle script and a lugged outer ring. The kit includes a black filler plate to cover the unfinished face of standard High Flow filter for a clean blacked-out appearance. SCREAMIN' EAGLE ROUND AIR CLEANER COVER CALIBRE The unique open slot design of the Calibre Air Cleaner Cover maximizes style without compromising performance. Ideal for use with Extreme open face filters the forged aluminum cover wraps the leading edge of the filter element covering the rubber gasket without restricting the airflow. The gloss black Calibre Cover features 3 radiused slots cut into the face and a Screamin' Eagle logo prominently on display. The kit includes a black filler plate to cover the unfinished face of standard High Flow filter for a clean blacked-out appearance., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300846, ,,,,,127.46,149.95
gloss-black-nacelle-and-61300875, GLOSS BLACK NACELLE AND , BURST COLLECTION HEADLAMP TRIM RINGS The classic Harley-Davidson motorcycle color is black. It shows your attitude your feelings and your desire to be different from the rest. Take the blacked-out look to the next level with this special gloss black Headlamp Nacelle. The bold black finish adds to the classic locomotive visual effect and visually stretches the profile of the Road King model. Manufactured from Original Equipment components for superior fit and finish the complete kit includes nacelle housing handlebar cover nacelle spear and headlamp trim ring., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300875, ,,,,,446.21,524.95
air-cleaner-trimbrushed-61300891, AIR CLEANER TRIMBRUSHED , 115TH ANNIVERSARY COLLECTION ENGINE TRIM AIR CLEANER TRIM 115TH ANNIVERSARY COLLECTION ENGINE TRIM TIMER COVER AIR CLEANER TRIM BAR & SHIELD Styled to complement polished or blacked-out engines this rich black bullet-hole air cleaner trim features a simple etched Bar & Shield logo at its center. Easy to install this self-adhesive formed aluminum trim fits perfectly into the recessed face of the Softail models Original Equipment perimeter bolt air cleaner cover., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300891, ,,,,,42.46,49.95
dark-customtm-logo-61300892, DARK CUSTOMTM LOGO , Model Family Fitment: V-ROD SOFTAIL G. AIR CLEANER COVER GLOSS BLACK '04-LATER SPORTSTER SHOWN G. AIR CLEANER COVER GLOSS BLACK DYNA TEARDROP SHOWN SPORTSTER TOURING DYNA 115TH ANNIVERSARY COLLECTION ENGINE TRIM Celebrate in style. Standard equipment on 115th Anniversary Touring models these easy to install gloss black accessories feature subtle blue accent details that reflect on the 115 years of Harley-Davidson history. 61300900 Air Cleaner Trim. $59.95 Fits '17-later Touring and Trike models with Original Equipment wedge shaped air cleaner cover. 25600105 Timer Cover. $49.95 Fits '17-later Milwaukee-Eight engine-equipped models. B. DARK CUSTOMTM LOGO COLLECTION AIR CLEANER TRIM The famous Harley-Davidson #1 logo with a sinister twist. Styled to complement chrome or blacked-out motorcycles this rich black air cleaner trim features a machined Dark Custom #1 logo at its center. Formed from aluminum this self-adhesive buckshot-hole cover fits perfectly into the recessed face of the Original Equipment Softail perimeterbolt air cleaner cover., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61300892, ,,,,,42.46,49.95
switch-panel-accent-61400001, SWITCH PANEL ACCENT , FAIRING MOUNT MIRRORS CHROME ILLUMINATED FAIRING MOUNT MIRROR COVERS CHROME Dress for success. This handsome trim element frames the ignition and flanking rocker switches in chrome. Simple to install with peel-and-stick adhesive the kit also includes inserts to cover inactive switch openings. Complete the chrome look with optional Radio Trim P/N 74612-06 and Chrome Gauge Bezels., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400001, ,,,,,46.71,54.95
cylinder-base-coversmooth-61400002, CYLINDER BASE COVERSMOOTH , INNER PRIMARY COVER TRIM CHROME (TOURING AND TRIKE SHOWN) Add a finished chrome look to the left side of your Twin Cam engine. This easy-to-install kit includes all necessary mounting hardware. Shaped to fill the gap between the tappet blocks this unique cover adds a splash of chrome to the profile of your engine. The die-cast cover is polished and chrome-plated to a mirror finish. Easy to install., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400002, ,,,,,67.96,79.95
mid-frame-air-deflector-61400028, MID-FRAME AIR DEFLECTOR , SOFT LOWERS REAR VIEW MID-FRAME AIR DEFLECTOR Designed for severe duty and extreme temperature applications. These black deflectors attach to the frame below the seat and direct heat away from the rider to improve comfort. Kit includes all necessary hardware. MID-FRAME AIR DEFLECTOR TRIM This injection-molded trim adds a touch of chrome to the Mid-Frame Air Deflectors on touring vehicles. These chrome accents blend the look of chrome from the engine and help make the deflectors look integrated with the bike. F. MID-FRAME AIR DEFLECTOR (58002-09A SHOWN), Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400028, ,,,,,50.96,59.95
saddlebag-lid-rail-61400058, SADDLEBAG LID RAIL , AIR WING RAIL LED LIGHT KIT* Custom fit to the Air Wing Rails this fast-acting LED Light Kit operates as a supplemental rear running light and brake light. The high and outside mounting position places the lights in the line-of-sight of following vehicles and the bright fast-acting LED lamps get you noticed. Wiring is concealed inside the rack tubes for a clean custom installation. AIR WING RAIL LED LIGHT KIT Personalize your ride. Mirror chrome medallions fit between the forward-facing portions of the Touring Saddlebag Lid Rails or the Air Wing Saddlebag Lid Rails for a custom look. Modelspecific script is deeply carved into the surface and filled with a rich black finish for immediate identification. Chrome-plated installation bracket and stainless steel hardware mount from the back side for a clean uncluttered look. Kit includes left and right medallion and all mounting hardware. The low-profile aerodynamic shape of the Air Wing Fender Rail enhances the look and protects the surface of your Trike's rear fenders. The mirror chrome rails follow the sleek contours of the fenders and the slim rails and die-cast rear wings complement the available Air Wing Tour-Pak Luggage Rack. Kit includes left and right rail and all necessary mounting hardware. D. SADDLEBAG LID RAIL MEDALLION LIMITED, Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400058, ,,,,,144.46,169.95
saddlebag-strap-repair-61400074, SADDLEBAG STRAP REPAIR , Features rivets and washers required for saddlebag strap repair. Kit includes 16 rivets (4 sizes) and 16 washers. Proudly display Old Glory with this Premium Flag and Mast Kit. The mast features a rich bullet shaped finial tip and a springmount base that easily attaches to your Luggage Rack with a chrome-plated billet clamp. The high-quality 14.0 x 11.0 nylon flag features hemmed and double-stitched edges for durability. Kit includes American flag chrome billet mounting bracket flag mast and all required hardware. (Flags are designed for parade use only and will not withstand highspeed use.), Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400074, ,,,,,55.21,64.95
inner-fairing-trim-kit-61400199, INNER FAIRING TRIM KIT , ROAD GLIDE COLOR-MATCHED INNER FAIRING '06-'13 MODELS Add a touch of luxury and style to your dash. This complete kit dresses the inner fairing by surrounding the radio faceplate and front speakers with chrome. Selfadhesive bezels surround the gauges and the gloss black fascia completes the stylish look. Kit includes Gauge Trim Kit Radio Faceplate Trim and two Front Speaker Trim Rings., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400199, ,,,,,127.46,149.95
inner-fairing-trim-kit-61400200, INNER FAIRING TRIM KIT , Add a touch of luxury and style to your dash. This complete kit dresses the inner fairing by surrounding the radio faceplate and front speakers with chrome. Selfadhesive bezels surround the gauges and the gloss black fascia completes the stylish look. Kit includes Gauge Trim Kit Radio Faceplate Trim and two Front Speaker Trim Rings. GAUGE TRIM KIT A touch of chrome makes all the difference. These classic gauge bezels take just a few minutes to install and add the beauty of chrome to your dash. Trim rings are formed to the gauge shapes and feature peel-and-stick adhesive backing for permanent installation. Kit includes chrome gauge trim rings and a gloss black mounting plate., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400200, ,,,,,84.96,99.95
inner-fairing-trim-kit-61400201, INNER FAIRING TRIM KIT , Add a touch of luxury and style to your dash. This complete kit dresses the inner fairing by surrounding the radio faceplate and front speakers with chrome. Selfadhesive bezels surround the gauges and the gloss black fascia completes the stylish look. Kit includes Gauge Trim Kit Radio Faceplate Trim and two Front Speaker Trim Rings. GAUGE TRIM KIT A touch of chrome makes all the difference. These classic gauge bezels take just a few minutes to install and add the beauty of chrome to your dash. Trim rings are formed to the gauge shapes and feature peel-and-stick adhesive backing for permanent installation. Kit includes chrome gauge trim rings and a gloss black mounting plate. This chrome faceplate trim accents the center section of the inner fairing and highlights the radio. Trim is formed to the radio surround and feature peel-and-stick adhesive backing for simple permanent installation., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400201, ,,,,,23.76,27.95
chrome-windshield-trimgrooved-61400224, CHROME WINDSHIELD TRIMGROOVED  , WATER PUMP COVER CHROME Custom polished and chrome-plated billet windshield trim accents the outer fairing and dresses your bike in style. The grooved design grabs your eye and adds character to the base of the windshield. Easy to install the kit includes stainless steel mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400224, ,,,,,127.46,149.95
